timestamp,price,funding_rate,open_interest
2026-01-19 21:26:41,92927.0,0.00125,30434.0174
2026-01-19 21:29:27,92914.0,0.00125,30440.96204
2026-01-19 21:30:18,92918.0,0.00125,30443.82212
2026-01-19 22:00:20,92994.0,0.00044589,30492.19818
2026-01-19 22:11:38,92830.0,0.00063755,30414.41764
2026-01-19 22:16:40,92832.0,0.00071431,30416.60438
2026-01-19 22:21:41,92931.0,0.00078805,30437.67356
